1464689632567, 10.017939, 0.09995792, -0.5243302, 17, 13, 52, 567
1464689632567, 10.00896, 0.08140286, -0.55006784, 17, 13, 52, 567
1464689632567, 10.015544, 0.090381116, -0.52492875, 17, 13, 52, 567
1464689632567, 10.020332, 0.092775315, -0.50158525, 17, 13, 52, 567
1464689632567, 9.980828, 0.10654198, -0.4842273, 17, 13, 52, 567
1464689632567, 10.003573, 0.10175357, -0.45669398, 17, 13, 52, 567
1464689632567, 10.007763, 0.078410104, -0.5033809, 17, 13, 52, 567
1464689632567, 10.016143, 0.09816227, -0.49799395, 17, 13, 52, 567
1464689632567, 10.01734, 0.09756372, -0.54527944, 17, 13, 52, 567
1464689632569, 10.01315, 0.0796072, -0.52612585, 17, 13, 52, 569
1464689632569, 10.040085, 0.09935937, -0.5291186, 17, 13, 52, 569
1464689632569, 10.014347, 0.075417355, -0.50158525, 17, 13, 52, 569
1464689632569, 10.027515, 0.08798691, -0.50876784, 17, 13, 52, 569
1464689632569, 10.020332, 0.08140286, -0.5153519, 17, 13, 52, 569
1464689632569, 10.015544, 0.0796072, -0.4890157, 17, 13, 52, 569
1464689632569, 10.02153, 0.090979666, -0.5327099, 17, 13, 52, 569
1464689632569, 10.025121, 0.08319851, -0.4938041, 17, 13, 52, 569
1464689632569, 10.020931, 0.077811554, -0.53809685, 17, 13, 52, 569
1464689632569, 9.9928, 0.077213004, -0.4866215, 17, 13, 52, 569
1464689632569, 9.993997, 0.088585466, -0.50757074, 17, 13, 52, 569
1464689632569, 10.012551, 0.08319851, -0.4973954, 17, 13, 52, 569
1464689632569, 10.02153, 0.077811554, -0.54647654, 17, 13, 52, 569
1464689632569, 10.008362, 0.08259996, -0.52373165, 17, 13, 52, 569
1464689632569, 10.028712, 0.108337626, -0.49200845, 17, 13, 52, 569
1464689632569, 10.022128, 0.08619126, -0.521936, 17, 13, 52, 569
1464689632569, 10.022727, 0.092775315, -0.5201403, 17, 13, 52, 569
1464689632569, 10.00477, 0.06703765, -0.49799395, 17, 13, 52, 569
1464689632569, 10.013748, 0.078410104, -0.50876784, 17, 13, 52, 569
1464689632569, 10.015544, 0.0724246, -0.5398925, 17, 13, 52, 569
